"nameWithOwner","description","tag","newAdded","languages","topics"
"XieXiePro/AndroidSoundRecorder","Android设备上获取（录音或从录音文件中选择）音频的开源工具库 ","[]","[]","[""Java""]","[]"
"Alictronix/ESP8266-12E-Robot","ESP8266 12E Robot Car Project","[""project"",""esp8266"",""robot"",""car""]","[""project"",""car""]","[""HTML"",""C++""]","[""esp8266"",""nodemcu"",""arduino"",""wifi"",""robot"",""obstacle-avoidance"",""android""]"
"polegarh/remote","IOS App that has several features of a TV remote controller","[""ios"",""controller"",""app"",""ios-app"",""remote"",""tv""]","[""ios"",""controller"",""app"",""ios-app"",""remote"",""tv""]","[""Swift""]","[]"
"capitalone/react-native-pathjs-charts","Android and iOS charts based on react-native-svg and paths-js","[""ios"",""android"",""charts"",""ios-charts""]","[""ios-charts""]","[""Python"",""Java"",""JavaScript"",""Objective-C""]","[""charts"",""graphs"",""paths-js"",""react-native"",""ios"",""android"",""react-native-svg"",""cross-platform"",""radar-graphs"",""bar-graphs"",""pie-graphs"",""tree""]"
"GaspardC/rn-mlkit-custom-model","React Native wrapper for running MLKit custom models on iOS/Android","[""react-native"",""native"",""react"",""custom"",""wrapper"",""mlkit""]","[""react-native"",""native"",""react"",""custom"",""wrapper"",""mlkit""]","[""Java"",""JavaScript"",""Objective-C"",""Ruby"",""Python"",""Swift""]","[]"
"AeroYoung/NFC","基于Android的NFC(近场通讯)开发","[]","[]","[]","[]"
"love-bk/MaterialDesign_V7","这个工程主要是关于Android中Material Design和V7包中的UI控件","[]","[]","[""Java""]","[]"
"prasangafdo/studentManagementSystem","Student Management system with Android","[""android"",""system"",""management"",""student""]","[""android"",""system"",""management"",""student""]","[""Java"",""PHP""]","[]"
"lcyfrank/CodeKnife","A static analysis tool for iOS.","[""static"",""tool"",""static-analysis"",""analysis""]","[""static"",""tool"",""static-analysis"",""analysis""]","[""Python"",""CSS"",""HTML"",""JavaScript""]","[]"
"prscX/react-native-photo-editor","React Native: Native Photo Editor","[""editor"",""native"",""photo"",""react"",""photo-editor""]","[""editor"",""native"",""photo"",""react"",""photo-editor""]","[""JavaScript"",""Java"",""Objective-C"",""Ruby"",""Starlark"",""TypeScript"",""C"",""Swift""]","[""react-native"",""android"",""ios""]"
"fadidevv/react-native-fblogin","📦 A React Native 'Facebook Login' component without wrapping any Facebook Native/Web SDK","[""sdk"",""facebook"",""react-native"",""native"",""react"",""component""]","[""native"",""react"",""component""]","[""JavaScript"",""Python"",""Java"",""Objective-C""]","[""react-native"",""ios"",""android"",""fblogin"",""sdk"",""facebook"",""webview""]"
"muhozi/EventLocator","A mobile application that locates events on Google map","[""mobile"",""events"",""mobile-application"",""google"",""map"",""application""]","[""mobile"",""events"",""mobile-application"",""google"",""map"",""application""]","[""JavaScript"",""Java"",""Objective-C"",""Python"",""Ruby""]","[""react-native"",""react-native-map"",""google-map"",""android"",""ios""]"
"apcurium/xamarin-bindings","Android and iOS libraries bindings for Xamarin","[""ios"",""android"",""xamarin"",""libraries"",""bindings""]","[""ios"",""android"",""xamarin"",""libraries"",""bindings""]","[""C#"",""Smalltalk"",""Objective-C""]","[]"
"yasginiwa/YGPlayer","iOS video player.（iOS播放器）","[""ios"",""video""]","[""ios"",""video""]","[]","[]"
"pr0mila/fun_project_1","I have converted my webpage: promila.info as an android app","[""android"",""android-app"",""app""]","[""android"",""android-app"",""app""]","[""Java"",""CSS"",""JavaScript"",""HTML"",""Batchfile""]","[]"
"chethu/Stack-of-cards","A sample project to demonstrate customized view pager, This design helps you to get rid off view pager dot indicator of android, Presenting long listing dots in the bottom page to indicate page count is not good idea, it doesn't fit in most designs , alternatively you can make views to arrange as stacks of cards, This simple provides idea on how to tweak API of view pager for this layout. ","[""api"",""get"",""view"",""project"",""this"",""count"",""simple"",""design"",""sample"",""page"",""indicator"",""pager"",""views"",""bottom"",""tweak""]","[""api"",""get"",""view"",""project"",""this"",""count"",""simple"",""design"",""sample"",""page"",""indicator"",""pager"",""views"",""bottom"",""tweak""]","[""Java"",""Kotlin""]","[""viewpager-indicator"",""viewpager"",""fragmentstatepageradapter""]"
"Saint-Theana/aria2-android-build","Build android aria2 binary on linux(x86_64) using NDK.","[""android"",""build"",""binary"",""aria2""]","[""android"",""build"",""binary"",""aria2""]","[""Shell""]","[]"
"dnkilic/android-gerzek","DEPRECATED - This application is created by a group of student who finished Learn Android in 32 Days course. ","[""android"",""deprecated"",""this"",""application"",""group"",""student"",""learn""]","[""deprecated"",""this"",""application"",""group"",""student"",""learn""]","[""Java""]","[""assistant"",""assistance"",""siri"",""google"",""speech-recognition"",""speech-to-text"",""android""]"
"davidramiro/gpay-gms-patch","💳 Shell script to make Google Pay work on rooted Android devices","[""android"",""shell"",""google-pay"",""google"",""script"",""shell-script""]","[""shell"",""google-pay"",""google"",""script"",""shell-script""]","[""Shell""]","[""android"",""magisk"",""magiskhide""]"
"freedom-wy/reverse_android","安卓从开发到逆向","[]","[]","[""Java"",""Smali"",""Python"",""JavaScript""]","[""android-reverse-engineering"",""reverse"",""androidkiller"",""smali""]"
"michalfaber/tensorflow_Realtime_Multi-Person_Pose_Estimation","Multi-Person Pose Estimation project for Tensorflow 2.0 with a small and fast model based on MobilenetV3 ","[""project"",""model"",""tensorflow"",""fast"",""pose-estimation""]","[""project"",""model"",""fast""]","[""Python"",""Jupyter Notebook""]","[""pose-estimation"",""tensorflow2"",""tensorflow"",""deep-learning"",""computer-vision"",""human-pose-estimation"",""mobile"",""android"",""convolutional-neural-networks"",""mobilenet"",""mobilenetv3"",""singlenet"",""tflite"",""cmu-model""]"
"marcosgriselli/AppStoreSearch","An example implementation of the iOS 11 App Store Search tab","[""ios"",""app-store"",""search"",""store"",""implementation"",""app"",""tab"",""example""]","[""app-store"",""store"",""implementation"",""app"",""tab"",""example""]","[""Swift""]","[""ios"",""swift"",""search"",""uitableviewcontroller"",""uisearchcontroller""]"
"DeepakArora76/nativescript-dna-netservices-ns-6.0","NativeScript plugin for Bonjour/ZeroConf and Network Monitor. RxJS based APIs for Android and iOS. ","[""android"",""nativescript"",""nativescript-plugin"",""plugin"",""network""]","[""android"",""nativescript"",""nativescript-plugin"",""plugin"",""network""]","[""JavaScript"",""TypeScript""]","[]"
"ne2der/AKLab","Android kernel exp lab","[""android"",""android-kernel"",""kernel""]","[""android"",""android-kernel"",""kernel""]","[]","[]"
"Marwa-Eltayeb/MusicPalyer","Creating the structure of an app to play music for a user.","[""music"",""app"",""play""]","[""music"",""app"",""play""]","[""Java""]","[""music-player"",""seekbar"",""android"",""java"",""recyclerview""]"
"deng-hb/AppHttpClient-Android","😂  iOS都有了，Android肯定不会落下。快上车，来不及解释了。","[]","[]","[""Java""]","[]"
"cfan927/SingalAcquisition","android传感器（线性加速度、陀螺仪、磁场）信号实时获取，实时监测指定wifi、蓝牙信号强度","[]","[]","[""Java""]","[]"
"RedP4nda/RPHTTPServiceClient","RPHTTPServiceClient is a Type-safe JSON/HTTP client for iOS. That performs the requests and mapping operations for you.","[""client"",""mapping""]","[""client"",""mapping""]","[""Ruby"",""Swift""]","[]"
"shogo4405/HaishinKit.kt","Camera and Microphone streaming library via RTMP for Android.","[""camera"",""rtmp"",""microphone"",""library"",""streaming""]","[""microphone"",""library""]","[""Kotlin"",""Ruby"",""Java""]","[""camera"",""rtmp"",""android"",""streaming""]"
"razorRun/react-native-vertical-slider-smartlife","A vertical Slider for React Native written entirely in javascript.","[""react-native"",""native"",""slider"",""react"",""vertical""]","[""native"",""react"",""vertical""]","[""Java"",""JavaScript"",""TypeScript"",""Swift"",""Ruby"",""C"",""Objective-C""]","[""react-native"",""slider"",""ios"",""android""]"
"gndps/koleshop","A location based marketplace for grocery sellers and their nearby customers","[""location"",""nearby"",""marketplace"",""location-based""]","[""location"",""nearby"",""location-based""]","[""IDL"",""Java"",""HTML""]","[""ecommerce"",""marketplace"",""grocery"",""seller"",""merchant"",""platform"",""android""]"
"HadySalhab/NewsFeed-MVI-Dagger","Android News Application built in kotlin: MVI+Dagger+NetworkBoundResource+ViewModel+Livedata. ","[""android"",""application"",""news""]","[""android"",""application"",""news""]","[""Kotlin""]","[]"
"eh3rrera/twitter-feed-pusher","Realtime feed iOS app using Pusher","[""ios"",""pusher"",""feed"",""app"",""realtime"",""ios-app""]","[""feed"",""app"",""realtime"",""ios-app""]","[""Ruby"",""Swift""]","[""ios"",""swift-3"",""pusher""]"
"janeshsutharios/JKCircularProgess","JKCircularProgess for showing circular animated progress","[""progress"",""circular"",""animated""]","[""progress"",""circular"",""animated""]","[""Swift"",""Ruby""]","[""swift"",""progress-bar"",""ios"",""xcode"",""circular-progress-bar""]"
"val-bubbleflat/laravel-echo-ios","A wrapper for Laravel Echo in Swift","[""swift"",""laravel"",""wrapper""]","[""wrapper""]","[""Swift"",""Objective-C"",""Ruby""]","[""laravel-echo"",""swift"",""socket"",""laravel""]"
"RealMoMo/Android_Utils","日常总结的Android常用工具类&自定义View","[]","[]","[""Java"",""Kotlin""]","[""android"",""utils"",""customview""]"
"splendourbell/ALayout-iOS","Layout ported from the Android platform","[""android"",""layout"",""platform"",""android-platform""]","[""android"",""layout"",""platform"",""android-platform""]","[""Ruby"",""Objective-C"",""C""]","[]"
"mgipson/Instagraph","iOS application for automatic data visualization from non-conventional data sources","[""ios"",""application"",""visualization"",""data"",""data-visualization"",""ios-application""]","[""ios"",""application"",""visualization"",""data"",""data-visualization"",""ios-application""]","[""Swift"",""Ruby"",""C++"",""C"",""Objective-C"",""Objective-C++""]","[]"
"Abdelsattar/Android-daily-read-tips","log for articles and info in android for every developer ","[""android"",""log"",""developer""]","[""log"",""developer""]","[]","[""android"",""android-application"",""android-development"",""android-ui"",""android-library"",""android-app"",""android-studio"",""android-architecture"",""android-sdk"",""crash-reporting"",""mobile-app"",""mobile-development"",""mobile-analytics"",""mobile-security""]"
"Lukaszm94/AndroidROSRobotTeleoperation","Android application that enables you to control a mobile robot via ROS (Robot Operating System)","[""android"",""mobile"",""android-application"",""robot"",""application"",""ros"",""control""]","[""android"",""mobile"",""android-application"",""robot"",""application"",""ros"",""control""]","[""Java""]","[]"
"xluu233/Replaykit2_xlu","A demo to capture all screen data on IOS devices with Replaykit2 (基于replaykit2和ios11以上版本的全局音视频录制demo)","[""ios"",""screen"",""capture"",""demo"",""data""]","[""ios"",""screen"",""capture"",""demo"",""data""]","[""Swift"",""Objective-C"",""C""]","[]"
"Souravdey777/QuickDeal-SplashScreen","This is a simple Splash screen Developed for Android Studios","[""android"",""splash-screen"",""screen"",""this"",""simple"",""splash""]","[""android"",""splash-screen"",""screen"",""this"",""simple"",""splash""]","[""Java""]","[]"
"bayson/autojs","android autojs 注册登陆签到脚本，实现只需要修改JSON配置文件，就能自定义操作流程。已实现微博自动注册，远程获取内容，自动发微博等功能！新增加网易163邮箱注册，抖音注册、点赞！正在实现【百度地图签到、大众点评签到、叮咚买菜签到、拼多多签到、什么值得买签到、苏宁易购签到、淘宝签到淘金币、微信读书(TODO)、小米商城抢购web(TODO)、云闪付签到积分、支付宝签到积分、支付宝每日花呗红包、支付宝体育服务早期打卡】https://github.com/bayson/autojs","[""android""]","[""android""]","[""JavaScript"",""HTML"",""Python""]","[]"
"tamzi/androidtvRes","a list of android TV resources to help you build and debug androidTV apps","[""android"",""list"",""resources"",""build"",""android-tv"",""apps"",""debug"",""tv"",""androidtv""]","[""android"",""list"",""resources"",""build"",""android-tv"",""apps"",""debug"",""tv"",""androidtv""]","[]","[]"
"ChristianFF/HeatMapForAndroid","Android绘制热力图","[]","[]","[""Java""]","[]"
"khaled-mahmud/Unity-Project-Dungeon-Escape","This is a Unity project for Android Build including monetization with Unity Ads feature according to the tutorial Jonathan Weinberger which is authorized by Unity Technologies on Udemy.","[""android"",""ads"",""build"",""project"",""this"",""android-build"",""unity"",""monetization"",""tutorial""]","[""ads"",""build"",""project"",""this"",""android-build"",""unity"",""monetization"",""tutorial""]","[""C#"",""ShaderLab"",""HLSL""]","[""game"",""game-development"",""unity3d"",""2d-game"",""game-engine"",""gamedev"",""unity-game"",""csharp"",""csharp-code"",""android"",""android-game"",""android-sdk""]"
"SuperKung/DashboardView","Android 自定义View 仪表盘","[""android""]","[""android""]","[""Java""]","[]"
"dewaara/DewaaraApps","Today I have created a new android application. Whose name is Dewaara. This app contains new android feature floating point button, hide button, current year calendar, menu bar, tool bar and search bar etc. Have been brought to the home activity Working Process When you open the app, you will see a welcome screen in which you will see Dewaara company logo rounding. Then, after a few seconds, the home activity will open, which will display all the features shown above, one of which will be the switch button, on which the floating point button and the calendar will be hidden and on the off will be a different display and on scroll, the floating bar up- will be down. On the floating point click it will move the right side and after double click again it will come back to the center and in this app the tool bar, menu bar, floating point button etc. Located in the bottom. Which is the new feature of android. Upcoming features will come to this app soon…  Thank you!!!","[""android"",""floating-point"",""calendar"",""button"",""menu"",""search"",""double"",""process"",""display"",""screen"",""this"",""back"",""click"",""move"",""center"",""floating"",""contains"",""app"",""tool"",""bar"",""switch"",""activity"",""open""]","[""android"",""floating-point"",""calendar"",""button"",""menu"",""search"",""double"",""process"",""display"",""screen"",""this"",""back"",""click"",""move"",""center"",""floating"",""contains"",""app"",""tool"",""bar"",""switch"",""activity"",""open""]","[""Java""]","[]"
"robmillaci88/AndroidChess","Chess game for android with computer AI","[""android"",""game"",""ai"",""chess""]","[""android"",""game"",""ai"",""chess""]","[""Java""]","[]"
"kingly09/KYSecurityDefense","有关iOS安全加固的几种方法，代码混淆，类名方法名混淆等攻防技术","[]","[]","[""Objective-C"",""Shell"",""C""]","[]"
"iGenius-Srl/IGColorPicker","A customizable color picker for iOS in Swift","[""swift"",""ios"",""picker"",""color-picker"",""color"",""customizable""]","[""ios"",""picker"",""color"",""customizable""]","[""Swift"",""Ruby""]","[""color-picker"",""swift"",""swiftcolorpicker"",""ios-color"",""igenius"",""crystal"",""colorpickerview""]"
"Luciohavenomoney/milive","一个可以解析m3u列表文件的播放器，自带3000+iptv地址，可自行添加列表 one player can parses m3U files for Android","[""android"",""player"",""files""]","[""android"",""player"",""files""]","[""Java""]","[]"
"petermcneil/drop","An app where you can write a quick note or message and ""drop it"" in the real world.","[""message"",""app"",""note"",""quick""]","[""message"",""app"",""note"",""quick""]","[""Kotlin""]","[""android"",""kotlin-android"",""androidx"",""firebase"",""google-maps"",""geofire"",""gradle""]"
"masterj3y/MyMovie","MyMovie is an Android sample of Coroutines, Flow, Jetpack Component(Dagger Hilt, Room, LiveData, Data Binding) with MVVM Architecture","[""android"",""mvvm"",""architecture"",""android-sample"",""sample"",""mvvm-architecture"",""data"",""jetpack""]","[""architecture"",""android-sample"",""sample"",""mvvm-architecture"",""data"",""jetpack""]","[""Kotlin""]","[""dagger-hilt"",""coroutines"",""coroutines-flow"",""data-binding"",""android"",""mvvm"",""jetpack-android"",""room-persistence""]"
"StevenYan88/SelectImage","Android--选择多张图片，支持拖拽删除、排序、预览图片","[]","[]","[""Java""]","[]"
"luoyuzhao/DjiController","基于大疆SDK开发的定制版飞控系统","[]","[]","[""Java""]","[""dji-sdk"",""android""]"
"milkcan/effortless-android","A collection of Kotlin extension functions that make Android development a breeze.","[""android"",""kotlin"",""kotlin-extension"",""android-development"",""development"",""collection"",""extension""]","[""kotlin-extension"",""android-development"",""development"",""collection"",""extension""]","[""Kotlin"",""Java""]","[""android"",""kotlin"",""kotlin-extensions"",""android-kotlin"",""effortless-android"",""rx-java"",""milk-can""]"
"ryandt/JobTracker","Demo app demonstrating Android MVVM with Network Call Status Observables ft. LiveData, RxJava, Room, ListAdapter, Dagger, and Kotlin","[""android"",""kotlin"",""call"",""mvvm"",""android-mvvm"",""app"",""demo"",""demo-app"",""network"",""status""]","[""android"",""kotlin"",""call"",""mvvm"",""android-mvvm"",""app"",""demo"",""demo-app"",""network"",""status""]","[""Kotlin""]","[]"
"hwf452/Android_Demo_Monitor","android","[""android""]","[""android""]","[""Java""]","[]"
"FranAguilera/MVP_DAGGER_RXJAVA_SIMPLE_DEMO","Simple sample app using MVP + Dagger2 + RxJava","[""mvp"",""rxjava"",""app"",""simple"",""dagger2"",""sample-app"",""sample""]","[""rxjava"",""app"",""simple"",""sample-app"",""sample""]","[""Java""]","[""android"",""mvp-android"",""mvp-pattern"",""mvp"",""rxjava2"",""dagger2"",""fcbarcelona"",""clean-architecture"",""junit-test"",""mockito"",""mockito-framework""]"
"tranleduy2000/c_cpp_compiler","GNU C/C++ compiler on Android, full offline compiler, Learn to code on the go.","[""offline"",""compiler"",""learn"",""code""]","[""offline"",""compiler"",""learn"",""code""]","[""Java"",""C"",""Makefile"",""Smarty"",""PHP"",""Batchfile"",""C++"",""Objective-C"",""Shell"",""Lua"",""Fortran"",""Assembly"",""Python"",""Lex"",""Yacc"",""DIGITAL Command Language"",""HTML"",""CSS"",""GLSL"",""CMake"",""Perl"",""Pascal"",""M4"",""Roff"",""TeX"",""sed"",""OCaml"",""Prolog"",""OpenEdge ABL""]","[""android"",""cpp-compiler"",""gcc"",""c""]"
"Claymore1297/android_device_htc_hima","Hima unified Tree","[""tree""]","[""tree""]","[""Makefile"",""C"",""C++"",""F#"",""M4"",""Shell"",""Java"",""Python"",""Assembly""]","[]"
"lazybootsafe/drozer-plugin","自己写的，用于drozer的插件,android","[]","[]","[""Python"",""Shell""]","[]"
"sendbird/sendbird-calls-ios","A guide of Sendbird Calls SDK for iOS for an engaging voice and video call experience. ","[""sdk"",""ios"",""video"",""voice"",""call"",""guide"",""calls"",""video-call""]","[""guide""]","[""Objective-C"",""Ruby""]","[""calls"",""sdk"",""ios"",""sendbird"",""cocoapods"",""video-call"",""video"",""voice"",""webrtc"",""call"",""rtc"",""calls-sdk""]"
"RocketChat/rn-user-defaults","Use UserDefaults (iOS) and SharedPreferences (AndroidOS) with React Native, this can help you to share credentials between apps or between app and extensions on iOS.","[""sharedpreferences"",""share"",""credentials"",""this"",""app"",""react"",""apps"",""userdefaults"",""extensions""]","[""share"",""credentials"",""this"",""app"",""react"",""apps"",""extensions""]","[""Ruby"",""JavaScript"",""Objective-C"",""Java""]","[""userdefaults"",""react-native"",""sharedpreferences"",""android"",""ios"",""context""]"
"AKouki/SignalR-Chat.Mobile","A real-time chat application for Android","[""android"",""chat"",""real-time"",""chat-application"",""application""]","[""android"",""chat"",""real-time"",""chat-application"",""application""]","[""Java""]","[]"
"sanjaytharagesh31/Hackathon-Ayurveda","Winner at SIH 2019 / Conversion of ancient Ayurvedic units to modern scientific measures. Funded AICTE project from the Ministry of AYUSH","[""project"",""modern""]","[""project"",""modern""]","[""Python"",""HTML"",""Java"",""JavaScript""]","[""html"",""css"",""python"",""flask"",""android"",""tizen"",""javascript"",""java"",""xml"",""telegram"",""telegram-bot"",""telegram-bot-api"",""dialogflow-v2""]"
