"nameWithOwner","description","tag"
"MISSAJJ/MISSAJJ_IOS_DEVELOPMENT_BOOK","MISSAJJ（OC和Swift ）iOS开发项目电子书","[]"
"coinbase/coinbase-ios-sdk","Integrate bitcoin into your iOS application with Coinbase","[""ios"",""bitcoin""]"
"suifengqjn/IOS10Speech","实时语音转文字，以及录音文件转文字","[]"
"OfficeDev/ui-fabric-ios","DEPRECATED Please use the new repo","[""deprecated"",""repo"",""new""]"
"danielpovlsen/ios-icons-launch-images-generator","Scripts to automatically generate iOS icons and launch images in the correct sizes","[""ios"",""icons"",""launch""]"
"googlearchive/hellomap-ios","Quick start with the Google Maps iOS SDK","[""sdk"",""ios"",""google-maps"",""maps"",""ios-sdk""]"
"jankais3r/iOS-Mail.app-inject-kit","iOS 8.3 Mail.app inject kit","[""ios""]"
"liveservices/LiveSDK-for-iOS","LiveSDK library for integrating with Live Connect","[""connect"",""library"",""live""]"
"socialize/socialize-sdk-ios","Socialize SDK for iOS devices. An iOS social sharing SDK for native apps.","[""sdk"",""ios"",""native"",""sharing"",""social""]"
"qiniu/legacy-ios-sdk","Qiniu Resource (Cloud) Storage SDK for iOS","[""sdk"",""ios"",""storage""]"
"ahmad-elassuty/BottomSheetController","Bottom sheet controller implementation example for iOS applications.","[""ios"",""controller"",""bottom-sheet"",""implementation"",""example""]"
"Vaberer/Font-Awesome-Swift","Font Awesome swift library for iOS. ","[""swift"",""font-awesome"",""library"",""awesome"",""font"",""swift-library""]"
"venmo/venmo-ios-sdk","Make and accept payments in your iOS app via Venmo","[""ios"",""app"",""ios-app""]"
"Proteas/unstripped-ios-kernels","Unstripped iOS Kernels","[""ios""]"
"PeteC/DSLCalendarView","Simple calendar view for iOS","[""ios"",""calendar"",""view""]"
"johnlui/SwiftSideslipLikeQQ","再造 “手机QQ” 侧滑菜单","[]"
"joshdholtz/jsonapi-ios","A library for loading data from a JSON API datasource.","[""json"",""api"",""loading"",""library""]"
"mozilla-mobile/webxr-ios","An iOS app for testing WebXR","[""ios"",""testing"",""app"",""ios-app""]"
"Ramotion/paper-switch",":octocat: 🎚 RAMPaperSwitch is a Swift material design UI module which paints over the parent view when the switch is turned on. iOS library by @Ramotion","[""material-design"",""swift"",""ios"",""view"",""module"",""library"",""ui"",""switch"",""material"",""design""]"
"steventroughtonsmith/shortcuts-iosmac","Hacked-together implementation of Shortcuts for macOS Catalina using system frameworks","[""macos"",""frameworks"",""system"",""implementation"",""macos-catalina"",""shortcuts""]"
"tonymillion/Reachability","ARC and GCD Compatible Reachability Class for iOS and MacOS. Drop in replacement for Apple Reachability","[""ios"",""class"",""reachability"",""arc"",""apple"",""gcd""]"
"rubygarage/shopapp-ios","ShopApp is an application that transfers an online store into a mobile app","[""mobile"",""store"",""app"",""mobile-app""]"
"britg/MultistrokeGestureRecognizer-iOS","A library for defining and detecting multi-stroke gestures created through touch-input on iOS devices","[""ios"",""library"",""gestures""]"
"mapbox/mapbox-arkit-ios","Utilities for combining Mapbox maps and location services with ARKit in your applications.","[""mapbox"",""location"",""maps"",""location-services"",""arkit"",""utilities""]"
"bichenkk/ios-videocover-demo-objc","A background video demo on iOS using AVPlayer in Objective-C.","[""ios"",""video"",""background"",""avplayer"",""demo""]"
"KleinYuan/Caffe2-iOS","Caffe2 on iOS Real-time Demo. Test with Your Own Model and Photos.","[""ios"",""real-time"",""model"",""caffe2""]"
"LisaDziuba/Flawless-iOS","Awesome iOS guides from the community, shared on Flawless iOS Medium blog 👉","[""ios"",""shared"",""guides"",""awesome"",""blog"",""awesome-ios""]"
"CyberAgent/iOS-NBUImagePicker","Modular image picker with Simulator-compatible AVFondation camera, assets library, filters and more.","[""image"",""assets"",""picker"",""image-picker"",""modular""]"
"doadam/ziVA","An iOS kernel exploit designated to work on all iOS devices <= 10.3.1","[""ios"",""kernel""]"
"yandexmobile/yandexmapkit-ios","Yandex Map Kit for iOS","[""ios"",""map""]"
"robbiehanson/CocoaHTTPServer","A small, lightweight, embeddable HTTP server for Mac OS X or iOS applications","[""ios"",""http"",""server"",""mac""]"
"dlinsin/DLStarRating","[INACTIVE] iOS star rating component ","[""ios"",""component"",""rating"",""star-rating""]"
"OracleChain/PocketEOS-IOS","An open-source EOS wallet project","[""project"",""open-source"",""eos"",""wallet""]"
"anitab-org/powerup-iOS","PowerUp is an educational choose-your-own-adventure game that utilizes a users uploaded curriculum to empower pre-adolescents to take charge of their reproductive health. This is the iOS version of the game.","[""ios"",""this"",""version"",""game""]"
"renmoqiqi/100-Days-Of-iOS-DataStructure-Algorithm","100天iOS数据结构与算法实战 ","[]"
"chentsulin/react-native-counter-ios-android","Minimal implement of redux counter example on ReactNative iOS and Android","[""ios"",""android"",""redux"",""counter"",""example"",""reactnative""]"
"tnadus/iOS-ffmpeg-player-iosvideokit-trial","FFmpeg based iOS player, named VideoKit, is a powerful video playing and streaming framework for iOS & tvOS developers , it's coded with Objective-C language. It supports playing local & remote files (mkv, divx, xvid, ogg, vorbis and more) and supports streaming popular protocols & formats (mms, http, rtsp, rtmp, rtp, mjpeg).","[""objective-c"",""ios"",""video"",""tvos"",""protocols"",""ffmpeg"",""local"",""framework""]"
"lionhylra/iOS-UIFont-Names","A handy cheatsheet for calling UIFont(name: size:)","[""cheatsheet""]"
"ansible-network/cisco_ios","Ansible Network Cisco IOS Provider Role","[""ios"",""provider"",""network"",""ansible"",""cisco""]"
"hongdong/ladder-ios","A solution for the IWE (Immersive Wallless Experience) on iOS platform.","[""ios""]"
"udacity/ios-nd-firebase","This repository contains code for the FriendlyChat project in the Firebase in a Weekend Udacity course.","[""firebase"",""project"",""this"",""repository"",""contains"",""udacity"",""code""]"
"VernonVan/PPStickerKeyboard","iOS 表情键盘","[""ios""]"
"matthiasgasser/IOKitBrowser","Hardware Browser for iOS","[""ios"",""browser"",""hardware""]"
"sanketfirodiya/awesome-ios-plugins","An awesome list of awesome iOS plugins","[""ios"",""list"",""plugins"",""awesome"",""awesome-list"",""awesome-ios""]"
"Karumi/KataSuperHeroesIOS","Super heroes kata for iOS Developers. The main goal is to practice UI Testing.","[""ios"",""ui"",""kata""]"
"xhzengAIB/iOS8SelfSizingCells","This is instagram app feed tableView demo use iOS8 Self Sizing Cells.","[""instagram"",""ios8"",""tableview"",""this"",""feed"",""app"",""demo""]"
"londonappbrewery/Quizzler-iOS11","Starter project for the Quizzler app https://www.appbrewery.co/p/how-to-make-app-ios","[""project"",""app""]"
"JanzTam/iOS-blog-acticle","Mark down iOS blog and acticle","[""ios"",""blog""]"
"michalmalik/osx-re-101","A collection of resources for OSX/iOS reverse engineering.","[""resources"",""reverse""]"
"intrepidusgroup/imdmtools","Intrepidus Group's iOS MDM tools","[""ios"",""mdm"",""tools""]"
"louisdh/panelkit","A UI framework that enables panels on iOS.","[""framework"",""ui"",""panels""]"
"JakeLin/SwiftLanguageWeather","Swift Language Weather is an iOS weather app developed in Swift 4. ","[""swift"",""ios"",""weather"",""app"",""language"",""weather-app"",""swift-language"",""ios-weather""]"
"butterproject/butter-ios","Butter for iOS","[""ios""]"
"louisdh/openterm","OpenTerm, a sandboxed command line interface for iOS","[""ios"",""interface"",""line"",""command-line"",""command-line-interface"",""command""]"
"prolificinteractive/Caishen","A Payment Card UI & Validator for iOS","[""ios"",""payment"",""card"",""ui""]"
"dhennessy/PAPasscode","Passcode view controller for iOS","[""ios"",""view"",""controller""]"
"nytimes/ios-360-videos","NYT360Video plays 360-degree video streamed from an AVPlayer on iOS.","[""video"",""avplayer""]"
"Nightonke/VHBoomMenuButton","A menu which can ... BOOM! - iOS","[""ios"",""menu""]"
"evilpenguin/SSLBypass","iOS SSL Pinning Bypass (iOS 8 - 14)","[""ios"",""ssl""]"
"manishganvir/iOS-h264Hw-Toolbox","Simple iOS8 app which uses new iOS8 based hardware acceleration for H264 (Using videotoolbox)","[""ios8"",""hardware-acceleration"",""hardware"",""app"",""h264"",""new""]"
"szpnygo/wepy_ios_top","一款可以切换国家查看不同国家iOS应用排行榜的小程序","[]"
"elpassion/DropColour-iOS","DropColour - Open-Source Arcade Game for iOS","[""ios"",""open-source"",""game""]"
"nunogoncalves/iOS-OctoPodium","Discover your Github ranking based on your repositories' stars","[""github""]"
"Apollonyan/Developing-iOS-10-Apps-with-Swift","Stanford 公开课，Developing iOS 10 Apps with Swift 字幕翻译","[""swift"",""ios"",""apps"",""10"",""stanford""]"
"Proteas/native-lldb-for-ios","native LLDB(v3.8) for iOS","[""ios"",""native""]"
"appbrewery/Tipsy-iOS13","Learn to Code While Building Apps - The Complete iOS Development Bootcamp","[""ios"",""development"",""apps"",""code""]"
"amitburst/HackerNews","A Hacker News reader iOS app written in Swift.","[""ios"",""app"",""news"",""ios-app"",""hacker-news""]"
"tuyaohui/WebRTC_iOS","iOS下音视频通信的实现-基于WebRTC","[]"
"betzerra/MosaicUI","A tiled UI for iOS and iPhone","[""iphone"",""ios"",""ui""]"
"beeware/Python-iOS-template","A cookiecutter template for creating an iOS project running Python code.","[""ios"",""python"",""project"",""template""]"
"holzschu/python3_ios","Python-3.7.1, ported to iOS, with workaround for fork/exec","[]"
"louisdh/textor","A plain text editor for iOS","[""ios"",""text"",""editor"",""text-editor""]"
"chenhengjie123/iOS_resign_scripts","Scripts for resign iOS App","[""ios"",""app"",""ios-app""]"
"Ramotion/reel-search",":octocat: 🔍 RAMReel is a UI controller that allows you to choose options from a list. Swift UI library made by @Ramotion","[""swift"",""controller"",""library"",""ui""]"
"Brances/ZMBCY-iOS","高仿二次元网易GACHA，所有接口均通过Charles抓取而来,图片资源通过https://github.com/yuedong56/Assets.carTool 工具提取。网易后端接口已经报50X错误了，抱歉接口暂时用不了。","[]"
"Esri/arcgis-runtime-tutorials-ios","This repo contains code described in the iOS tutorials at http://developers.arcgis.com/en/ios/guide","[""ios"",""repo"",""this"",""contains"",""tutorials"",""code""]"
"diwu/RunLoopWorkDistribution","iOS Fast Scrolling with RunLoop Work Distribution","[""ios"",""runloop"",""distribution"",""fast""]"
"samlaudev/iOS-Best-Practices","iOS最佳实践","[]"
"jianliaoim/talk-ios","简聊 iOS 源代码  (Source code of Talk for iOS https://jianliao.com )，  AppStore link","[""ios"",""code""]"
"ShingoFukuyama/WKWebViewTips","WKWebView Tips (iOS 8.1.0)","[""wkwebview"",""tips""]"
"edekhayser/Timeline","Timeline like the Path iOS app","[""ios"",""path"",""app"",""ios-app""]"
"londonappbrewery/Xylophone-iOS11","Starter project for the Xylophone app","[""project"",""app""]"
"Ramotion/preview-transition",":octocat: PreviewTransition is a simple preview gallery UI controller with animated tranisitions. Swift UI library made by @Ramotion","[""swift"",""gallery"",""preview"",""controller"",""library"",""ui""]"
"ademar111190/CppAndroidIosExample","An application example using the same C++ code on both an Android project and an iPhone project.","[""iphone"",""android"",""c++"",""project"",""example"",""code""]"
"Prinzhorn/skrollr","Stand-alone parallax scrolling library for mobile (Android + iOS) and desktop. No jQuery. Just plain JavaScript (and some love).","[""javascript"",""mobile"",""parallax"",""library""]"
"crushlovely/Amaro","Featureful iOS Boilerplate","[""ios"",""boilerplate""]"
"AviaryInc/Mobile-Feather-SDK-for-iOS","Aviary's photo editing SDK for iOS. Please email api@aviary.com with feedback/issues.","[""sdk"",""email"",""photo"",""photo-editing""]"
"facebookarchive/KVOController","Simple, modern, thread-safe key-value observing for iOS and OS X.","[""ios""]"
"coderyi/NetworkEye","a iOS network debug library, monitor HTTP requests","[""ios"",""http"",""monitor"",""network"",""debug"",""network-debug""]"
"trenskow/AirFloat","Implementation of AirPlay audio (AirTunes) for iOS.","[""audio"",""implementation""]"
"saoudrizwan/CardSlider","Innovative twist to Tinder cards for iOS.","[""cards"",""tinder""]"
"clayallsopp/formotion","Making iOS Forms insanely great with RubyMotion","[""ios"",""forms"",""rubymotion""]"
"iOS10-KIT/UI","The unofficial iOS 10 UI Kit (Beta)","[""ios"",""ui"",""10""]"
"zevarito/Licode-ErizoClientIOS","IOS Erizo client library for Licode WebRTC Framework","[""ios"",""webrtc"",""client"",""library"",""framework"",""licode""]"
"pebble/pebble-ios-sdk","iOS PebbleKit SDK to talk to the Pebble via Bluetooth","[""sdk"",""ios"",""bluetooth""]"
"Famolus/HTPressableButton","Flat design pressable button for iOS developers.","[""ios"",""button"",""design""]"
"googlecast/CastVideos-ios","Reference iOS Sender w/ Framework API: CastVideos-ios application shows how to cast videos from an iOS device that is fully compliant with the Cast Design Checklist.","[""ios"",""device"",""reference"",""framework"",""design""]"
"Smartling/ios-i18n","The ios-i18n library provides seamless integration of plurals into iOS 6 apps.","[""ios"",""integration"",""library""]"
"samdmarshall/SDMMobileDevice","MobileDevice Implementation","[""implementation"",""mobiledevice""]"
"appcoda/expandable-table-view","Expandable UITableView in iOS","[""uitableview"",""ios"",""expandable""]"
"sauce-archives/isign","Code sign iOS applications, without proprietary Apple software or hardware","[""ios"",""hardware"",""apple"",""code""]"
"sinofool/build-openssl-ios","Build openssl for iOS development, include armv7 armv7s arm64 i386 and x86_64 support.","[""ios"",""arm64"",""openssl"",""build"",""armv7"",""include""]"
"kssion/iOS","iOS Components","[""ios"",""components""]"
"HustBroventure/iOSRSAHandler","init","[""init""]"
"atomicbird/iOS-Extension-Demo","Demonstration of creating iOS ""today"" and ""share"" extensions","[""ios"",""extensions""]"
"ViewDeck/ViewDeck","An implementation of the sliding menu found in various iOS apps.","[""ios"",""menu"",""implementation""]"
"faceterteam/PayCards_iOS","Credit card scanning for mobile apps","[""mobile"",""scanning"",""credit-card"",""apps"",""card"",""card-scanning""]"
"samdmarshall/SDMMobileDevice","MobileDevice Implementation","[""implementation"",""mobiledevice""]"
"Rightpoint/RZTransitions","A library of custom iOS View Controller Animations and Interactions.","[""ios"",""view"",""controller"",""library"",""animations""]"
"zoul/Finch","Simple, low-latency OpenAL sound engine for Apple iOS.","[""apple""]"
"gaomd/docker-ikev2-vpn-server","IKEv2 VPN Server on Docker, with .mobileconfig for iOS & macOS.","[""ios"",""server"",""vpn""]"
"imxieyi/waifu2x-ios","iOS Core ML implementation of waifu2x","[""ios"",""implementation"",""core-ml"",""ml"",""waifu2x"",""core""]"
"nylas/inbox-ios","Inbox.framework for iOS and related examples, sample code, and documentation","[""ios"",""sample""]"
"beecloud/beecloud-ios","BeeCloud iOS SDK (Open Source)","[""sdk"",""ios"",""ios-sdk""]"
"jasny/jquery.smartbanner","Smart Banner support for iOS 4/5 and Android","[""ios"",""android"",""banner""]"
"roycms/IosCodeSpecification","Ios best practices, Ios development specification, ios 开发规范,ios 最佳实践,ios编码规范","[""ios"",""development""]"
"easemob/easeui-ios-hyphenate-cocoapods","cocoapods for Hyphenate EaseUI","[""cocoapods""]"
"ianb821/IBActionSheet","Customizable iOS 7 style UIActionSheet ","[""ios"",""uiactionsheet"",""customizable"",""style""]"
"ealeksandrov/EAIntroView","Highly customizable drop-in solution for introduction views.","[""introduction"",""customizable""]"
"twelve17/openalpr-ios","Xcode Framework for the openalpr library","[""xcode"",""library"",""framework""]"
"popshootjapan/WeiWallet-iOS","Wei Wallet is an open source Ethereum wallet for iOS","[""ios"",""open-source"",""ethereum"",""wallet"",""ethereum-wallet""]"
"keenlabs/KeenClient-iOS","Official iOS client for the Keen IO API. Build analytics features directly into your iOS apps.","[""ios"",""build"",""client"",""analytics"",""io""]"
"jpush/jchat-swift","Swift version of JChat iOS.","[""swift"",""version""]"
"carolanitz/Awesome-iOS-Twitter","A curated list of awesome iOS Twitter accounts","[""ios"",""list"",""twitter"",""awesome"",""awesome-ios"",""curated-list""]"
"appsec-labs/iNalyzer","iOS iNalyzer","[""ios""]"
"zepojo/UPCarouselFlowLayout","A fancy carousel flow layout for UICollectionView on iOS.","[""uicollectionview"",""layout"",""carousel"",""flow""]"
"adamwaite/Validator","Drop in user input validation for your iOS apps.","[""ios"",""validation"",""input"",""user-input""]"
"mohammadZ74/handsomeIOS","list of best iOS Articles,Videos,Blogs in my iOS Journey","[""ios"",""list""]"
"EddyVerbruggen/HealthKit","Cordova plugin for the iOS HealthKit framework","[""ios"",""cordova"",""healthkit"",""framework"",""plugin""]"
"GeniusBrother/HZExtend","A useful collection of iOS components.","[""ios""]"
"ChrisChares/swift-alarm","iOS app written in Swift","[""swift"",""ios"",""app"",""ios-app""]"
"twicketapp/TwicketSegmentedControl","Custom UISegmentedControl replacement for iOS, written in Swift","[""swift"",""uisegmentedcontrol""]"
"devxoul/Drrrible","Dribbble for iOS using ReactorKit","[""ios"",""dribbble"",""reactorkit""]"
"kmcgill88/McPicker-iOS","McPicker is a customizable, closure driven UIPickerView drop-in solution with animations that is rotation ready.","[""uipickerview"",""rotation"",""animations""]"
"Ciechan/BCGenieEffect","An OSX style genie effect inside your iOS app.","[""ios"",""effect"",""osx"",""style""]"
"IconoclastLabs/rubymotion_cookbook","RubyMotion iOS Cookbook","[""ios"",""rubymotion""]"
"maximbilan/Language-Manager-iOS","Language Manager iOS","[""ios"",""language""]"
"eventtus/photo-editor","Photo editor with a lot of cool features ","[""editor"",""photo"",""photo-editor""]"
"MisterBooo/ReadyForBAT","慕课网iOS面试实战项目总结：iOS面试题思维导图与回答","[]"
"y500/iOSDebugDatabase","make it easy to debug databases in iOS applications iOS debug database","[""ios"",""database"",""debug"",""easy""]"
"bytesking/iOS11-Adaptation","iOS11-Adaptation iOS 11 && iPhone X适配","[""iphone"",""ios"",""ios-11""]"
"brianhadaway/iOSList","The jQuery iOS (iPhone/iPad/iPod) Alphabetical Contact List","[""ios"",""jquery"",""list""]"
"SteveBarnegren/TweenKit","Animation library for iOS in Swift","[""swift"",""ios"",""animation"",""library"",""animation-library""]"
"Ramotion/navigation-stack",":octocat: NavigationStack is a stack-modeled UI navigation controller. Swift UI library made by @Ramotion","[""swift"",""navigation"",""library"",""ui""]"
"facebookarchive/xctool","An extension for Apple's xcodebuild that makes it easier to test iOS and macOS apps.","[""ios"",""macos"",""xcodebuild""]"
"leancloud/LeanCloudLiveKit-iOS","Show how to add IM module to Live app","[""module"",""add"",""app"",""im"",""live""]"
"Brimizer/Slidden","An open source, customizable, iOS 8 keyboard.","[""ios""]"
"macteo/Marklight","Markdown syntax highlighter for iOS","[""ios"",""syntax"",""markdown""]"
"insurgentgames/Skeleton-Key-iOS","iPhone and iPod Touch version of Skeleton Key: is an addictive and unique puzzle game in which you shift keys around the board unlocking treasure chests. Made with cocos2d-iphone.","[""iphone"",""touch"",""version"",""skeleton"",""game""]"
"calonso/ios-arkit","iOS Location based Augmented Reality engine","[""ios"",""location"",""augmented-reality"",""location-based"",""augmented-reality-engine""]"
"beefe/react-native-wechat-ios","Wechat SDK for React Native(iOS).","[""sdk"",""wechat"",""react""]"
"mcritz/iosfonts","Source code for iosfonts.com","[""source-code"",""code""]"
"ioshomebrew/iTransmission-4","The iOS torrent client","[""ios"",""client""]"
"gopalkrishnareddy/awesome-iOS-resource",":iphone: A curated list of awesome iOS resources, including conferences, books, blogs, articles, websites and documentations","[""ios"",""list"",""awesome"",""awesome-ios"",""curated-list""]"
"MyGitHubFork/iOSBasicCommonDemos_Second","私人学习过程中的一些Demo。每个demo通过警告的形式给出了博文地址或者书本学习","[]"
"palmin/ios-multi-back-button","back-button replacement for iOS 8 that allows going back multiple levels","[""ios"",""back-button"",""back""]"
"ustwo/videoplayback-ios","Swift AVPlayer wrapper using the VIPER architecture. Currently a work in progress ","[""swift"",""avplayer"",""progress"",""wrapper"",""viper""]"
"apperian/iOS-checkIPA","Scans an IPA file and parses its Info.plist and embedded.mobileprovision files. Performs checks of expected key/value relationships and displays the results.","[""file"",""ipa"",""info.plist""]"
"yubo725/flutter-osc","基于Google Flutter的开源中国客户端，支持Android和iOS。","[]"
"imperiumlabs/GeoFirestore-iOS","GeoFirestore for iOS - Realtime location queries with Firestore","[""ios"",""location"",""geofirestore"",""firestore"",""realtime""]"
"yankodimitrov/SwiftPasscodeLock","An iOS passcode lock with TouchID authentication written in Swift.","[""ios"",""authentication""]"
"londonappbrewery/I-Am-Poor-iOS11","Starter project for the I Am Poor challenge","[""project""]"
"omergul/LLSimpleCamera","A simple, customizable camera control - video recorder for iOS.","[""video"",""camera"",""control"",""recorder"",""customizable""]"
"londonappbrewery/Quizzler-iOS12","Quizzler Skeleton Project for iOS App Development Bootcamp","[""ios"",""project"",""app"",""development"",""skeleton"",""ios-app""]"
"QuickBlox/QMChatViewController-ios","An elegant ready to go chat view controller for iOS applications","[""ios"",""view"",""chat"",""controller"",""go""]"
"gvaish/hpios","High Performance iOS Apps","[""ios"",""performance"",""apps""]"
"tysqapp/tysq-ios","天宇社区客户端APP开源","[]"
"BishopFox/iSpy","A reverse engineering framework for iOS","[""ios"",""reverse-engineering"",""framework"",""reverse""]"
"aunnnn/AppStoreiOS11InteractiveTransition","iOS 11 App Store Transition","[""ios"",""app-store"",""transition"",""store"",""app"",""ios-11""]"
"PunchThrough/Bean-iOS-OSX-SDK","Punch Through's SDK for speeding up development with the LightBlue Bean development platform","[""sdk"",""platform"",""development"",""lightblue""]"
"NetEase/pomelo-ioschat","A chat demo for pomelo iOS client","[""ios"",""chat"",""client"",""demo""]"
"7heaven/SHSwitchView","an iOS-7 Style Switch for android","[""android"",""switch"",""style""]"
"trawor/VZ","微转 iOS客户端","[]"
"cyanzhong/xTeko","JSBox demos","[]"
"HarshilShah/DeckTransition","A library to recreate the iOS Apple Music now playing transition","[""ios"",""transition"",""apple-music"",""library"",""music"",""apple""]"
"pixelglow/ZipZap","zip file I/O library for iOS, macOS and tvOS","[""file"",""macos"",""tvos"",""zip"",""library""]"
"Foreverland/ios","https://wwdc.family the iOS app","[""ios"",""app"",""ios-app""]"
"amratab/FlexibleSteppedProgressBar","Flexible Stepped Progress Bar for IOS","[""ios"",""progress-bar"",""progress""]"
"googlecreativelab/justaline-ios","The first cross-platform collaborative AR app (for doodling)","[""cross-platform"",""app""]"
"londonappbrewery/Clima-iOS11","Starter project for the Clima app https://www.appbrewery.co/p/how-to-make-app-ios","[""project"",""app""]"
"spotify/HubFramework","DEPRECATED – Spotify’s component-driven UI framework for iOS","[""ios"",""deprecated"",""framework"",""ui"",""component-driven""]"
"gpolak/LFHeatMap","Extremely fast iOS heat maps","[""ios"",""maps"",""fast""]"
"lyxhh/lxhToolHTTPDecrypt","Simple Android/iOS protocol analysis and utilization tool","[""analysis"",""protocol""]"
"jpush/jchat-ios","JChat iOS app, a real app based on JMessage SDK.","[""ios"",""app""]"
"coryalder/DMActivityInstagram","Instagram sharing, iOS 6 style.","[""ios"",""instagram""]"
"stoicist/ios-science","Вопросы на собеседование iOS-разработчика","[]"
"cdave1/freetype2-ios","An Xcode project file that can be used to build the Freetype 2 project for iOS","[""xcode"",""ios"",""file"",""build"",""project"",""freetype""]"
"hyperoslo/iOS-playbook","Hyper's iOS playbook","[""ios"",""playbook""]"
"lincode/FRDModuleManager","iOS Module Manager library","[""ios"",""module"",""library""]"
"hsousa/HCSStarRatingView","Simple star rating view for iOS written in Objective-C","[""objective-c"",""ios"",""view"",""rating"",""star-rating""]"
"liaojinxing/V2EXClient","V2EX iOS client using Swift","[""swift"",""ios"",""client"",""v2ex""]"
"readium/SDKLauncher-iOS","A small iOS application to serve as a launcher/testbed for the Readium SDK.","[""ios""]"
"AnhTVc/OpenVPN-IOS","Build OpenVPN source for IOS","[""ios"",""build"",""openvpn""]"
"dcloudio/H5P.iOS","HTML5 Plus for iOS","[""ios""]"
"holmesal/react-native-ios-notification-actions","Add shiny buttons to your iOS push notifications.","[""ios"",""push"",""add""]"
"ekurutepe/iOS-OpenCV-FaceRec","A small project demonstrating how OpenCV can be used on iOS to perform face recognition","[""ios"",""opencv"",""project"",""face-recognition"",""face"",""recognition""]"
"hoiberg/HM10-BluetoothSerial-iOS","An iOS 10 app to communicate with a HM10 Bluetooth module","[""ios"",""bluetooth"",""module"",""app"",""10"",""hm10""]"
"twitter/ios-twitter-logging-service","Twitter Logging Service is a robust and performant logging framework for iOS clients","[""ios"",""logging"",""service"",""twitter"",""framework""]"
"Sunnyyoung/Meizi","豆瓣妹子图iOS客户端","[]"
"davidmurray/wifi","The missing iOS WiFi manager.","[""ios"",""wifi""]"
"project-imas/encrypted-core-data","v2.0 - iOS Core Data encrypted SQLite store using SQLCipher","[""ios"",""core-data"",""sqlite"",""sqlcipher"",""store"",""encrypted"",""core""]"
"colin-mccarthy/ansible-playbooks-for-cisco-ios","🚀⚡️ Ansible playbook examples for Cisco IOS devices 🔥","[""ios"",""ansible"",""playbook"",""cisco""]"
"limneos/MobileMiner","CPU Miner for ARM64 iOS Devices","[""ios"",""arm64"",""cpu""]"
"surespot/surespot-ios","ios surespot client","[""ios"",""client""]"
"KrauseFx/TSMessages","💌 Easy to use and customizable messages/notifications for iOS à la Tweetbot","[""ios"",""customizable"",""easy""]"
"Cloudox/Motion-Design-for-iOS","翻译自《Motion Design for iOS》，讲解iOS动画设计指南","[""design""]"
"Azure/azure-storage-ios","Client library for accessing Azure Storage on an iOS device","[""ios"",""azure"",""storage"",""device"",""client"",""library""]"
"Antid0teCom/ios-kerneldocs","Various files helping to better understand the iOS / WatchOS / tvOS kernels","[""watchos"",""ios"",""tvos""]"
"dkhamsing/ScrollTab","Scrolling Tab for iOS","[""ios""]"
"surespot/surespot-ios","ios surespot client","[""ios"",""client""]"
"kondratyevdev/Path-Intro-iPhone","Simple control for iOS","[""ios"",""control""]"
"Azure/azure-storage-ios","Client library for accessing Azure Storage on an iOS device","[""ios"",""azure"",""storage"",""device"",""client"",""library""]"
"draveness/analyze","Draven's Blog","[""blog""]"
"unixzii/Daysquare","📆 An elegant calendar control for iOS.","[""calendar"",""control""]"
"lemberg/connfa-ios","Open Source iOS app for Conferences and Events","[""ios"",""events"",""open-source"",""app"",""ios-app""]"
"cxxrev0to1dev/appstore_ios10_win","windows fake ios appstore protocol using iTunes algorithm","[""ios"",""itunes"",""windows"",""algorithm"",""protocol""]"
"yeziahehe/Gank","Gank.io iOS App.","[""ios""]"
"race604/ZhiHuDaily-React-Native","A Zhihu Daily(http://daily.zhihu.com/) App client implemented using React Native (Android and iOS).","[""react-native"",""native"",""client"",""app"",""react""]"
"jxjgssylsg/YLUtilityDemos","iOS Demos, iOS Samples","[""ios"",""samples""]"
"depoon/iOSDylibInjectionDemo","Using this Repository to demo how to inject dynamic libraries into cracked ipa files for jailed iOS devices","[""ios"",""ipa"",""dynamic"",""libraries"",""this"",""repository"",""demo""]"
"OceanLabs/FacebookImagePicker-iOS","A Facebook image picker providing a simple UI for a user to pick photos from a users Facebook account. It provides an image picker interface that matches the iOS SDK's UIImagePickerController.","[""ios"",""image"",""facebook"",""interface"",""picker"",""ui"",""photos"",""image-picker""]"
"codecombat/codecombat-ios","CodeCombat's iOS app (iPad for now)","[""ios"",""app"",""ios-app""]"
"artkond/cisco-snmp-rce","Cisco IOS SNMP RCE PoC","[""ios"",""cisco""]"
"babylonhealth/iOS-Interview-Demo","Interview Demo Project for babylon health","[""project"",""interview"",""demo""]"
"VeinGuo/VGPlayer","📺  A simple iOS video player by Vein.","[""ios"",""video"",""video-player"",""player""]"
"Fl0p/OpenCV-iOS","OpenCV (open source computer vision library) just builded iOS framework and Pod","[""ios"",""opencv"",""computer-vision"",""vision"",""framework"",""pod""]"
"cookpad/puree-ios","[Obsoleted] A log collector for iOS (new version! -> https://github.com/cookpad/Puree-Swift)","[""ios"",""log""]"
"creantan/LookinLoader","Lookin - iOS UI Debugging Tweak LookinLoader,Compatible with iOS 8~13","[""ios"",""debugging"",""ui"",""ios-ui"",""tweak"",""lookin""]"
"tdamdouni/Pythonista","Collection of Python Scripts written for Pythonista iOS App ","[""ios"",""python"",""app"",""ios-app"",""pythonista"",""python-scripts"",""pythonista-ios""]"
"StrongX/XSpotLight","聚光灯效果，可以用来做功能介绍或者新手引导","[]"
